gender,text
1,"Meanwhile, your Lords just allowed the Tory cuts to tax credits to go ahead. Shameful."
1,Life changed in months and here's the proof! exercise rules!
1,The Advantages of Dating After Forty!
1,Starting the gym for serious
1,Since being back from Zante I just want to drink all the time PassMeTheJager 
1,Who decided the way we should live our lives is based around a piece of green fabric?
0,the yogurt section? 
1,"Once it's done, could be an option. Not the first goal for it but who knows"
1,thats the unactivated phone that your dad would let you use when he got a new phone and all it had was the snake game on it 
1,All the kids and parents who was beaversbrook will be showing the feature from 6am onwards tomorrow   
1,can't wait to get back in the truck 2maro.. Did Oink call in yet???? Aka Steve in Idaho... Lol
0,The fish don't look at each other.
1,"Even when hes happy he does ""the face"""
0,Impossible to capture the beauty of the full moon. Everything that was
0,SORRY TKU 4 the RTs! Most WILD ORCAS ~
0,Tickets for the NY show go on sale to the reg public the 30th ... it's on ticketmaster
1,"better to fight to democratize, than to abolish, the institutions that regulate transnational interaction in a globalizing world ~N. Fraser"
1,What they fail to report is the overall diet and lifestyle of the people studied.
1,"The Empire Strikes Back (Hillarys Empire, that is)"
1,I actually don't think these idiots get the joke   
0,"""Ugly barbie"" literally the best thing I've heard all week  "
1,if only we could convince the Chinese that asswipe spleen makes the yang hard we could hunt them to extinction for profit.  
1,Life Is Better At The Beach Instaquote quote
0,"Monkeys With Smaller Testicles Scream Louder to Compensate, Study Finds: The Beauty of Science! NowWeKnow"
0,The title of the party says it all. Miss my lob crew!
1,DOBBIAMO VOTARE I RAGAZZI Artist Of The Year AMAs
0,i feel the tears going down my checks im trying so hard not to think of what the doctors keep saying but its hard
0,Time to take my anger out on the gym   
0,Quality FUBU THE COLLECTION Mens Shirt Side Vents Check Print 100% Cotton XXXL
1,The always-awesome hudson nails it. The Walking Dead is good again.
0,I only have one question: Have you been asleep all through the concert and made that all up or were you on drugs?
0,"Stark in the streets, Dothraki in the sheets."
1,That'll put me in a great mood for the rest of the day 
0,"We have friends coming to stay this week, so we've cracked open the Halloween decs. Although Oscar"
0,"Noah's sister just called him a ""fucking brat"" because she's the best. TheAffair"
1,Kenna pass class captain dude is the principal       
0,"Top 5 Independent Watches Of The Year, feat. our exclusive :"
0,Have you been following the Imperfect Mom Confessionals? Love this from &amp;
1,Am I the only one who sees Yunho in Hoya...
1,If I stop tweeting my battery has died or the lab has exploded
1,the fuck man.. what happened to the lamp city days? You sold out faster than I expected..
0,it's gotten to the point where i love taylor swift so much as a person that i forget that she can actually sing too
1,Eliminate the risk &amp; attain higher achievement by avoiding the 7 Deadly Sins of Project Mgmt - Join us here pmot
1,"Like the old cartoon song says....""don't ya put it your mouth"" says the WTO about everything. Living will kill you I guess."
1,"sometimes the depth we find in others makes it impossible to hide our damage, but instead forces us to refine it into definition"
1,Is @ the movies watching ParanormalActivity   
0,People say im stupid for what i do but im suppose to be on hush when yall do the same shit. Fuck no
1,Walking with the best person ever
0,"I was just about to say that my stomach is not sensitive, but the bug I had this weekend is making me look at everything sideways"
1,"Yelp reviews for barber shops are the most unhelpful thing, every review is a 5 or 1 star. No in between."
0,Look of the Day Pastel Colours on
0,I WISH YOU WOULD NOTICE ME BC I KNOW YOU AND WE WENT TO THE SAME PRIMARY SCHOOL AND ITS SO EXCITING IM CRYING
0,What the actual fuck is this
0,"A sabre-tooth tiger by Daniel, age 5 and a half. Inspired by our trip to the Natural History Museum,"
1,"On page 311 of 387 of The Martian, by Andy Weir"
0,"""I-I see..like this?"" Following her words, Crona would do as instructed, stumbling only slightly when it came to the pivoting-"
0,The boys manners came out letting girls get food first
0,Generate Leads with The New Twitter App. homebusinessentrepreneur workfromhome mlm
0,"This should be on their about page. The whole question, that's it."
1,WHERE DO YOU EVEN FIND THE TIME
1,when the booty dont taste good Dickson
0,doctors think you got all the time in the world to sit in a small dry ass room
0,"I know like srsly what??? One day the special was ""Mile high meat loaf sandwiches"" wtf is that"
1,Dex nah because you making it out like we are the bad guys we did nothing wrong
1,"""Baseball"" is in quotes there because it's the name of a WKRP episode, not because it's an alien term to me. Even though it kind of is."
1,I feel it I'd do the same
1,does Janice's situation change if the genders were reversed. Asking for a friend
0,The struggle of trying to slow dance with your boyfriend when he's like 6'2 and your only 5'2 is to real
1,Everyone come out to CBAC @ 7:00 to witness the 3rd edition of the Olathe Derby    sweepsouth
0,EVERYDAYDAYILOVEYOU Forevermore Weep with the heroines desperation. PushAwardsLizQuens
0,ESAM what's his best air move? Is it reliable against characters with good air game? I get juggled in the air way too much.
0,Just whipped up the fye blackened fish salad  
1,"""DC 10 with DC and the Gottenburg!!"" YouTube -"
0,EVERYDAYDAYILOVEYOU Forevermore Weep with the heroines desperation. PushAwardsLizQuens
0,This wan an improvement from all the other roasting videos
0,Shannon better hop the fuck up out those feelings.
0,EVERYDAYDAYILOVEYOU Forevermore Weep with the heroines desperation. PushAwardsLizQuens
0,EVERYDAYDAYILOVEYOU Forevermore Weep with the heroines desperation. PushAwardsLizQuens
1,There's nothing to indicate that's how things will play out over the course of the season and through the playoffs.
1,"nbaseason is back , let the lion roar &amp; roster stay healthy"
0,"The only thing that makes us the same is the subscription sampling, we can't be any more different. We do not focus on retail"
1,never mind her I want some bloody whisky if it carries on haha!! Thank god for the vibrating bouncy chair is all I can say!
0,EVERYDAYDAYILOVEYOU Forevermore Weep with the heroines desperation. PushAwardsLizQuens
0,EVERYDAYDAYILOVEYOU Forevermore Weep with the heroines desperation. PushAwardsLizQuens
0,the fucking ignorance of people at school actually makes me sick
0,The student loans must be ridiculous!
1,"When you have no plans for Halloween, oh wait Netflix is the plan  "
1,The million that got from his dad would be worth a gazillion today with inflation. He's lost trillions!!! Trump2016
1,Run - Bring Me The Horizon
0,Stats for the day have arrived. 2 new followers and NO unfollowers :) via
1,Didn't keep up with tech news last week? Here are the five biggest things you missed: businesstech
0,What a waste it is to feel good about yourself if no one thinks you are worth the time?
1,How the hell does a Pikachu damage Arceus
1,The real rick Ross is not rapper
0,When you see the booty  
0,Somedays you spend the majority of your day in bed with christmas lights on while attempting homework atleastishowered
0,- for the right moment to strike*
1,I'm finna have the whole hood wearing Dickie suits again.
0,ahh well you are associating with the bestie therefore interview   get excited
0,"ugh i can imagine all the ""krashlyn"" shippers going wild after seeing this"
1,I love the boys but their music doesn't dominate all other artists 
1,now Lady Hollis. If she wins this it will scupper the Bill?
1,Late Night Shout Out to Ms.Cobbler aka if she's not already passed out from all the Barley and cupcakes.
0,Colt Revolvers The World's Right Arm Rustic Nostalgic Tin Metal Sign NEW
1,Gym is the best therapy
0,I've called dinner 3 times and no one has appeared. Wondering whether to disconnect the Wifi or trip all the upstairs sockets...
1,Oh it's u Artist Of the year AMAs Favorite Duo or Group - Pop/Rock AMAs
1,Them hoes Clean 
1,WHO BUILT THE PYRAMIDS??? WHY WERE THEY BUILT AND WHATS THEIR PURPOSE RIGHT NOW? ....light questionZ
0,Discover Seven of the best Doggy-Style Positions:
1,Mondesi's LHB and position flexibility would be a strength over RHB Colon v.heavy RHP Mets. A huge huge test this last in the game though.
1,it's the best feeling ever bro lol
1,"Which Bond took out the most, martinied the most and seduced the most? Here's a fun graph. Lazenby was a hound."
0,I remember dongho is the one who fought with seungho in a game that caused him to have a problem with his back *sigh* my panda grandpa
1,The Gannets of Muriwai NZ with great place to visit when in NZ
1,that looks a little dark. They skimped you on the cream
1,Undertaking the monumental task of confirming my attendance with only 140 characters of possible communication lanternclass
1,Sugg the shade the drag
1,"There is an amazing-looking Igbo village located in Staunton, Virginia, USA. The Washington"
0,Qmd ir ao rock in rio 2016 para ver the weeknd
0,one day no maintenance will happen and all the stored database information will be sold tadah. i might really try journal now
1,when I went to college you had to have an above standard GPA to get in. Isn't that the case anymore? Or do the go by color?
1,Hot off the grille. vintage automotive hotrod
1,Still probably not going to the super bowl
0,the lyrics video or the mv I'm not sure but he held your record for the fastest video to reach 1M Likes.
1,"rent all of Moscone, get a permit to shut down the street in-between the different buildings, fill it with 100K people."
1,woow plz don't ask me to violate the rules..
0,"woah we tweeted the same thing, twins"
1,Adele hits you right in the feels
1,I still don't know. There was definite movement of the arm but can't tell whether it was more arm or chest.
0,what is the presale code for the US Bank Arena Emotional Roadtour?
0,I dont understand how a passport was issued by the Indian Officials for one of the most wanted criminals since 20 years? ChotaRajan
0,Lunar mana-the polished renewable mastery remedial of realm power: wkYoE
0,The main strength relative to that be a elfdom shopper: KCK
1,Excited to see at the Bishop's Symposium this week! JohnWesley classmeeting discipleship holylife
1,"English mustard is the best condiment in the world, discuss"
1,"check out the new saddlery now open , everday bargains in store and online"
1,we play for that moment when the games tied up and time's running down. We do it for the BIG play. ThisIsWhyWePlay Sweepstakes
0,I almost got ran over by the valet 
0,The Invisible Superhero
1,*NON-SPOILER ALERT* I can't believe that thing happened to my favorite character in last night's episode of that popular show!
1,"Easy, easy Pull out your heart To make the being alone Easy, easy"
1,Everybody's got nice/pretty eyes these days. Is that the only thing we can ever compliment people with.. smh
1,who sang the jagaban song?
1,"The workers, the suppliers, the local businesses all reliant on that steelworks....they can all move eh- wankers!"
0,If impl.of a compassion strategy becomes about the  we've missed the point LSBUCiP-this is hearts&amp;minds
0,I'm coming to see her soon! The next time you have her. AWH. OMG.    
1,"When people used to say ""woke"" I just assumed they just woke up. Stfu with the gay slang."
0,breaking Renton motorcycle officer hit by a car -- on the way to Harborview in critical condition.
0,just showing everybody the true side of you
1,seemed to be under control and he was talking to the paramedics. Fingers crossed.
0,The leverage in re utilization the transcendently fortunate organ signs manchester: bqA
0,onlybignaturals: titfuckingheaven: Big breasted hotties looking to hookup: for the best b
0,Click to win Hellraiser: The Scarlet Box on Blu-ray with
0,throw the @ Kim
1,It's like 5 min from mine. I'm going to start hanging out with your brother on the reg.
0,"Jack and Jack maybe i can not be the best fan, but i love you so much and i will always support you"
0,Here is the Only Secret ThatCan Make You Succesful on and WithSocial Media
1,"thanks for the unkind words, signed guy you follow on Twitter."
1,"The Invisible Superhero gameinsight, android, androidgames, ipad, ipadgames, openfollow, teamfollowback, 2"
0,Bloody hell I try leave later and I'm still the first one here
0,"Sadelain: what is next? New targets, increased potency, combinatorial therapies and a next gen CAR coming to the clinic next year TMM15"
0,Also super grateful I've never drawn SU fanart because lord knows the world would be over if I used the wrong skin shades or hair textures
0,"Cherokee syllabary - Wikipedia, the free encyclopedia"
1,If I was in O'Brien's presser I'd ask why he was running Arian Foster in the fourth quarter of a blowout loss... texans
0,just messed up my chances of having a potential plug for the weekend 
1,11/1/15 Enter the Giveaway to win a $500 Visa Gift Card! Giveaway Sweepstakes
0,"., StopCISA! Keep our private data out of the hands of insecure government agencies"
0,I'm not at the Spectre Premiere either. Just so you know.
0,I hope I'm not the only girl who wakes up one morning and none of my jeans fit 
1,You always gotta be prepared for the Twitter videos that start moaning
1,Stormin' the castle with JEFFTheBrotherhood! infinitycat vinyl
0,I have a blister the size of a quarter on the bottom of my foot :)
1,Join the Labour Party and become a Lord. Get good at abstaining. Spineless tossers. Only vermin wear ermine. taxcredits
0,Klaus is gonna be leering at them from across the street kengoku? That's not weird. TheOriginals
1,I'll be thinking about you every night disappointed cause the shit you did the last day
1,WhatsApp's Co-Founder Exlpains How The Iconoclastic App Got Huge While Staying So Small
0,The one Spanish class I need is all filled up :')
1,porn Id follow that shit to the ends of the earth  !!!
0,Where the hell is lolisa 
1,Happy birthday to my oga at the top MyPresident
1,Pick the piece watch out other seem touching teak computerized typesetting: xIYQmj
1,"Assuming Donald Trump got his $1m loan when he was 18, it's the equivalent of $7,675,645.16 today."
0,Finally getting round to watching the 30th Anniversary Finale!!! So excited!!!   
1,So hard to be positive when life isn't going the way you planned
0,aweeeee well then how in The world did I end up in your following list? 
0,Prepaid mobiles  the phoenix decoction on mark down expenses anent prepaid services: cJl
0,I got the Z100FutureNow chance to hang w/ DemiLovato &amp; NickJonas would be amazing!! I love them Both
0,Return a verdict the overwhelm step forward jar for yours preferred curtain near the tunk anent high mortise!: gkQ
1,the struggle hahaha I have a skinner and guy hook in my truck all the time
0,The amount of money that I am blowing this month .. BRB KILL MYSELF
0,"well since we work the bar and hotel together.. you might want to follow me, improves communications and my drink orders. lol"
1,The Inside Story of How Chicago Built the Dearborn Street Bike Lane
0,Presenting mastership annual-other self washroom claim macrocosm in point of the benefits pertinent to present-...
1,"Microsoft banned you speaking about Below coming to ps4!? Why can't you answer beyond the robotic ""simultaneous to PC &amp; xbone"""
1,what about your not-as-impressive effort of porting the game to os x? classic FD.
0,my ex gave the best morning text or maybe i just got so use to them
1,"haha, next time gift the person half a joint who scolds you and ask him/her to come office on time the next day :p"
0,getting so sick in the bathroom and the girl in the stall beside me is eating carrots or an apple like you're so nasty
1,gluck I'm in that group. I guess the good news is I'll wait five years to be disappointed again as opposed to my annual disappointment
1,The mining married love as for online tissue stores inflowing latter years: nGl
1,Photo by : A great white shark smiles for the camera while swimming off the coast of Mexico. by natgeocreat
0,Thank you hardfightingsoldier for the top! You even guessed my favorite colors!    love
0,redefined the word 'performing' last night
1,Feeling in the mood for a bit of writing - Vellum Pilot back on track!!! TVSeries
0,W/ me it's different let me show you the difference
0,"Everything in the past was better, stronger and more efficient. Take me back! bdib"
1,"The Inside Story of Surface Book, Microsofts Next Big Thing via"
1,"hope you have the most amazing night tonight &amp; im praying the boys notice you &amp; your sign, you truly deserve it  "
0,The moon tonight though...
0,CONNECTICUT - I will be at this Friday &amp; Saturday. I will be the one in costume telling dick jokes.
0,15 Times People Use Selfie Sticks the Wrong Way
0,when you have the best cousin ever  
0,This is the second to last shot of the swamp. I loved this spot so much and I can't wait to go back
1,"I'm thinking more of the vendor perspective as in ""they have the switches/features/support/etc, are they using them"""
0,How I get the weekends off 
0,Dawg this really the last week of October.
1,What are the most common mistakes made by venture capitalists?
0,Makes my heart happy when both the cat and dog cuddle with me while I'm laying in bed 
0,It's been 10 minutes and there's still no one in the electronics department to help......
0,The Best Looks From Paris Fashion Week: Fall 2015 via
1,Fantastic launch by All apps now run smoothly on OnePlus One thanks to the quad core processor! 4741
1,nyrrvirtualtrainer I truly wanna be there and enjoy the most !
0,iphone apple Deals 6640 Belkin WeMo Switch The iPhone Home Remote NIB NEW: ...
1,The Big Sleazys Insane Governors Race via
1,"""CPD would you kill me? For see the scene would be obscene to see someone of my color shot down in cold blood no one would say 'so what'"""
0,Lovely model mast urabting outdoors in the backyard
1,thanks for the follow :-)
1,can I see the pic
0,"by the way, you can obviously also DM me. The more detailed, the more detailed ill be in yours (If that even makes sense)"
1,I hate when I'm looking threw twitter and I come upon someone I'm following but never hit the follow button for... Immediate unfollow ..
0,the options should b Mandana n Prince instead of digangana n prince
1,Styles your beautiful voice never fails to amaze me. i'm so excited for the new album mind following me please? I love you   171.064
1,"Subdued the current archwitch ""PARENTALIA""! Valkyrie Crusade"
0,"I don't have the outfit picked out, but I do have my hairstyle picked out!"
0,I just entered the Quality. Time. instant win game &amp; sweepstakes from !
1,Twitter Just Changed The Live-Tweeting Game Forever - My PrimeTime Outlet
1,The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I...
1,Why are most of the DK3 covers just the same old scenes from original Dark Knight over &amp; over instead of reflecting the new series content?
1,The collection is growing    (no of course I don't listen to them.. I just keep em on my wall bc yolo )
1,A Saudi prince is a Florida Man with money. Allegedly.
0,"But either way, we're literally exploiting the poor to produce more vanity."
1,When I drive I like to look at my defender in the eyes and say AND1
0,i need you the most
0,so excited for the weekend 
0,mADELEINE THIS AINT THE TIME HOPE IS GOIN ON A JOURNEY
0,Teejay I don't get the joke  
0,Definitely the smell of green and oranges on this train. That's a fragrance glade hasn't cornered in the market.
1,Maximize the fun on the Akumal beach with kids
0,Oh my! The things that had to deal with and hear whilst in Russia was unbelievable! That country need to reevaluate their views!
0,can it just be the weekend already   
0,Visited the Beautiful Normanton Church today and decided to test out the Double Exposure feature on my 6D...
1,the Mr G x hotline bling is definitely the best
1,listening to the jojo disney mix to get hype b4 wdw \o/
1,Kingfisher: kban2011 has added a photo to the pool:
0,Hello babygirl!! I miss you!!! Are you going to the prpawards next week??? X
1,Even if the media doesn't give his campaign a proper coverage. They seem to only be concerned with Clinton.
0,Having slight feelings for people you shouldn't is the worst
0,I'd cut him some slack . Give him a chance to redeem himself . Pay for the meal and be on my way ....
1,to tell you the truth that is an awful lie. on number 5 at Copper Creek Golf Course in Farmington
1,it doesn't seem to matter since they select what is featured on the site. It all depends on when you promote it via social media
0,I saw the boys for the second time 6.11.13 and it's nearly coming up to that date 
1,"Check out the largest pink diamond to ever be auctioned, price tag starts at 15m: It's called a Rare 'Fancy V..."
0,i need help guys which page was the costume party when mara was wearing the green emerald dress (in mara dyer)?
1,"Do all things through Love, even if it hurts, or seems unfair; for in the end, love will conquer all."
0,You know when you come n see 1d n you're front row and they don't let you over the white line 
1,"Haha, I wouldn't panic. Sheffield United on the other hand should be quaking in their boots."
0,ayo go to the 215 exposure page
0,"oh wow, keen eye! Any pics of the product up close? Interested in his choice haha"
0,In my dreams the next superhero show is lead by a woman of colour and the Flarrow producers have nothing to do with it
1,I hope my mom recorded the new Treehouse of Horror. I also just hope that it's a good one
1,Pied Wagtail: chrispenrice has added a photo to the pool: Pied Wagtail Morecambe Bay
1,get off the man dick   sheesh
1,"The Walking Dead be having me like ""How the hell did that when..."" ""Where did those Zombies come from"""
1,01/2011: A plan to reintroduce Blackfish Morgan is submitted by the FreeMorgan Foundation
0,"Never had a bitch or nigga that was down for the kid, that's so straight tho "
1,The natural enemy of the robot is hippies!
1,I get uncomfortable if more than 7 people in the room shop at Whole Foods and only Whole Foods
1,Was sorely disappointed when I arrived for the great south African bake off and no one even had rizla. Had to maul on a cake tray. TF
1,there's a palpable improvement in the Economy &amp; no scams at all... Will strongly disagree with Mr. Shourie here.
1,"vote5sos who's right who's wrong who really cares The fault, the blame, the pain's still there"
1,the show be called Howard and Friends
1,"The ""May I fix your computer"" headshot actorslife nycactor headshots"
0,Where the hell did October go? Halloween is already this weekend. 
1,Hellooooo from the outsiiiiiiide
0,Saturday can't come soon enough. Can't wait for the RWCFinal to hopefully see the lift that cup! TeamAllBlacks
1,I don't mess around with people from the thumb of Namibia. Fuck around and wake up next to a crocodile
1,ban the east coast
0,The Twins of Table Mountain and Other Stories by Bret Harte
0,There is not enough coffee in the world to make today manageable.
1,okay. That's right. I was wondering why if we were the higher seed that we played at home first instead of second.
1,Blood On the Money by Future 
1,I'm hoping the five year sanctioning agreement will help NASCAR make the schedule more diverse after 2020.
0,Some lessons are only delivered in the form of pain
1,theta not seeing the 15 days to exp vix weeklies yet on ToS. Are you?
1,"St. Cathrine's Church, Hamburg. The shaft of the tower is the second oldest upstanding building of"
0,TSA Get the fuck out here   
0,you always have the best answers
0,Help me escape the pain
0,The Happiness Stand via health soda
0,Starting the new episode of the walking dead. I'm not ready for this. NOT READY
0,i can always count on the Pats for earning me a free Dunks coffee every monday  
1,WHAT THE HELL?! TheWalkingDead Season6 Episode3
1,"Tenacious: woolyboy has added a photo to the pool: Blue tit....photographed at Wetlands Wildlife Trust, Aru..."
0,This 6th grader just mugged me and I was just sitting on the chair eating  
0,it makes me uncomfortable knowing that he is an aspiring politician and therefore the 'future of Jamaica'  
1,When you're still annoyed about the Tennant/Big Finish news
1,"RayQ lol fam, like do that to me whilst I'm ripping the playstation nation"
1,"Great to meet you! Here is the link to my new song ""Get To Know Ya"""
1,"yasirshah has now taken 69 Test wickets, the most by a spinner in his first 11 Tests and the third most by any bowler worldclass PAKvENG"
1,"Messy bun, short shorts when I pull up."
1,"Just think, you can spoil the crap out of our firstborn! Pudding may have to wait half a year, but still! There's a positive."
1,Marotta How about the Cards beat the 49ers worse then the Seachickens
0,"Styles I love you very much and you mean so much to me , I can't wait to hear Made In The A.M., I am so so excited   ! x2,085"
1,tell her Julian is looking for some females   
0,So clearly we both have things that are unfair to each other. This is going to be fun and evil at the same time.
1,"when last trading, one media stock in the GREEN is ticker OUT"
0,We all get to the level of feeling fed up.. thats how i feel.
1,The new Oracle Golden Gate Cloud Service integrates Public Clouds with Private Clouds OOW15FR oow15leoff
1,Senpai while I believe adaptation and change is now required in the day and age I don't believe in all out anarchy
1,NEWS Pro Golfer Nails Himself In The Groin With Shot Gone Horribly Wrong [VIDEO]
0,When the hairdresser asks u what products you normally use in your hair but you suspect just saying 'shampoo' is not the acceptable answer
0,. Seriously the struggle is real!TreatYourFamily
1,Another fun question  who the fuck business commutes to Adelaide I'm so confused
1,"Daniel Purvis in 8th on floor, Paul Ruggeri 8th on vault. Will Draggy bump them from the finals?"
1,Can someone send a pic of the ela worksheet?
1,"Oh definitely, something definitely changed.. it was partly the company swallowing their pride and him needing money"
1,Starling: chrispenrice has added a photo to the pool: Starling Morecambe Bay
0,thats good. Just keep on trucking. Slow and steady wins the race. Let me know when you get home. Sending you a hug just because
1," Just Announced: Houston, TX - Dec 1 at The Bull 100.3's Ten Man Jam"
0,LOOL.. Yeah.. He was satisfied with the service.
0,"you, sir, have upset the pfeif gods by not replying to my text. now im going to the nun plan again."
0,I need to make a run to the beauty supply    
1,sitting in McDonald's deciding if I should get food or make the healthy alternative and go home and eat a slice of toast.
1,try the veal
0,"hi Styles ,thank you for being so nice. you're my fave art but even the best artist couldn't draw you  . follow me, please? 79,604"
0,"Amcor Flexibles and ColaLife, a charity in the United Kingdom, have partnered to create a kit designed to counter..."
1,Maybe I'm the last human alive and everyone else is just a hallucination by a fairy trying to let me live a happy life.
0,Indeed they do. I know from my niece and nephews (around the same age as yours) that they recover quickly. :)
1,Season 7 of the Walking Dead is gonna be filmed in Illinois 
1,Reliving the madness some 27 hours ago. Next year we are winning it. Bosco's!
0,"Yes, the new features may saturate, but there is still potential for effective marketing through these mediums contentchat"
1,Me 100% of the time
0,Robin: George Findlay has added a photo to the pool: singing Robin .
1,"Tell all the Mesna people real life is the best IQ test. Be ready to argue. With ""smart"" people who have not solved or overcome anything."
0,I don't usually have my shit together for the week until about Wednesday NoMoreMondays
0,"I was thinking the same thing earlier! lol I'm gonna give it a shot probably tomorrow, thanks! "
1,"accutane I think I'm going on it again for a 2nd time, after the 1st I was mostly clear for a year then it started coming back again."
0,"Hello ! From the outside. I must have called you a thousand times before you changed your number,AH ! "
0,USVideoAlert Hello-- when will the NY New Yorker Marathon story be sent out? Cannot get an answer by phone/email. Help!
1,pie You forgot the SNES version. Plays like Super Metroid.
1,Totally DELIGHTED that is reffing the RugbyWorldCup Final... Even better that he's from Wales
1,After the free market! Earth fest.
1,might have been out of line at the moment but they sicing it
0,and then we can swoop ruby up and bam. My mom works across the street if we ever need anything.
1,ah right i see.. got plenty of teams around you we only have the big 3 north east teams up here
1,Found a Transponder Snail! Candid pics from the Alubarna Baths...! TreCru
0,Selena's has the world's best selling Album of the week. Congrats to my baby
0,i had no idea i'd be this scared of 2 stuffed bears Artist of the Year AMAs
1,have to take jabs when the opportunity is there.
1,Thank you for sharing via . Did you have a fav part from the Interview with Jaime ?
1,Truth be told the whole industry is a damn scam ran by pricks with big heads like a nba jam man
0,I mean. you could be Lucas if we're talking about the musical
1,An apology for the Iraq war is nowhere near enough
0,bot I saw some shoes the other day that I thought would fit you perfectly! Maybe they'll still be there?
0,I'm looking for one of the hottest in the area! If you looking to work with some exposure send your beats over Asap! SYLAH.J FT NAZZI TWAZZI
1,"""Perhaps we need a separate classification scheme for scientific organizations that are confusogenic to humans."""
1,Why i gotta be hurt cuz im spitting the
1,Posted in the booth with the boof
1,"""Following Ryan's plan, in 35 years we would have nothing left over after paying for the military."" -"
0,"The amount of times I'm like ""She was 17 THIS WHOLE TIME!!??"" Too much force ripe mayyyn"
0,I swear I'm the worst Jew around.
1,i need someone to go to the show with
1,Photoset: theperfectbaiter: Look whose up next!!! Cristain Monge (the Puerto Rican twerker) is BACK!!!!...
1,I seem to keep buying The Smashing Pumpkins - 'Mellon Collie' on CD and gifting it to people spontaneously then buying it again
0,ignore all of the haters! What you did was amazing and I'm sure you're hair looks great! Stay strong because your amazing xx  
0,Mikels Obi F!ance Olga Sh0ws Off Lovely Photos Of The!r TwinK!ds
1,"throwing in a quote, ""marketers ruin everything"". Goes also with the impact of evil guys harassing the good guys (cables)"
1,"Congratulations to my favorite girl group, I love you guys .. for the win - thank you"
0,"We don't need a beeeeeeddddd no, don't need a master room, don't need to set the mood she like yeahhhh"
0,Im ready to engage with my 3 new followers in the past day. I know them via
0,"""Be a master of the mind, not mastered by the mind.""  Zen Proverb | Buddhist wisdom"
1,"I want to throw out all this pain I have, in the form of blades and daggers and anything else that can kill the ones who hurt me."
1,Uploading My Videos To YouTube Today!! :) Keep On The Lookout For Them! On My Channels at OceanaMermaid426 &amp; CK DeP :) Love You All! :)
1,NowPlaying Waste The Night  
0,~I had already made sandwiches in the fridge for this weeks lunches.Pulling one out of the fridge .~Heads up!
1,In the Morlimi forest north of her home Tanwen Umadon watch in wonder as she again can conjure fire
1,will the game be available for the new TV now that you've made an iOS port?
0,Buy the stuff I will
0,WHY THE FUCK IS MY TAP WATER YELLOW BRO
1,He was at the state Assembly
1,I know it's unpopular but Tristan Thompson is a really important player for the Cavs. Also a reminder that Dennis Rodman is a hall of Famer
0,I've been putting off the watching last episode of Teen Wolf for so long because I know shit goes down and im not emotionally ready for that
0,kurztay I think you're missing the tail 
1,"AnythingRelated: ""Tolkien-notated Middle-earth map found in copy of 'The Lord of the Rings'"""
0,It's all about misinformation &amp; people who want to set the record straight are my favorite kind of people because they're doing it for free.
1,"Printers and ice makers belong in a special category of annoying crap. No matter the technical innovations, they still break and suck"
0,I just earned the 'Fruits of Your Labor (Level 2)' badge on !
0,Stunt on the people that hate you
0,"It's 4am. Still, I can't find the words to say to you."
0,The False Chevalier by William Douw Lighthall
0,This is Bracken on the beach.
0,Is it weird to take naps in the grass?
1,THE RETURN OF PAGANISM: Will Paganism Become Become the Main Religion of America?
1,"&amp; I'll take back the rockets, cause I was really talking a healthy starting 5 (Bev &amp; Howard healthy is too much defense)"
1,Headed back to the land of giants today to continue navigating this ancient world of the Grand Canyon by foot. Shot
0,The 11 WORST Foods to Eat When You're Stressed
0,I'm talking about the move in duck
0,ten ohp now they're going down the snarky route 'thanks my fans' cute x
1,good to be the best :)
1,dumas Would you have time for the morning show on Friday?
0,I need to get my hair done &amp;my baby a hair cut but see the way my work schedule is set up&lt;
1,Chhota Rajan has a history sheet in Pune too | The Indian Express
0,Fun day yesterday with the family and some random people
1,I'm going to be here a while... the temptation to order a dominos is almost overwhelming.
1,Follow your dreams and the rest will come
0,"Haii    : APPLY VASILINE UNDER YOUR FEET AND SLIDE TO THE BATHROOM "": So lazy to even go pee   """""""
1,"A piece of exciting news: We are now taking pre-orders for James' latest book, scheduled to be released December..."
1,More photos from my little outing yesterday along the River Dee
0,"At school the bell's about to ring, I'll give everyone when im back &lt;3"
1,I wanna be the reason for success so bad
1,And with the addition of shrimp and snails I'm officially the weird kid with creepy dorm pets.......where did I go wrong?
0,Climate researchers are alarmed about the future of the Persian Gulf's climate: ForbesTe
0,Legend Of Zelda The Ocarina Of Time (USA) ~ GamePlay ~ Opening ~ N64 ~ 720p ~ 2015 ~ W10: via
0,where is fighting all the fucking time gonna get you in life? no where besides getting called an attention seeker... like just stop lol
1,I took the train for an hour only to be stuck watching a screen in overflow gayberlin @ The American
0,"O R D Like the whole premise, basically. Puts me in mind of that one SMBC comic"
0,MLAs - read this wonderful piece and do the right thing : My story - Coming Out. 
0,For the 144 colleges that missed the mark on enrollment and revenue: No easy fix via
0,Chick more like. Trump vs Dc liars &amp; corruption Both parties ! Go Trump Rock on patriot ! I'm with the Donald        
0,"I have helped grow The Star. If writing lies about me pays some people's bills, then I am okay with it- Ruto"
0,K so Friends is over and now the hole in my heart is bigger than ever :')
0,Depression and the Black Superwoman Syndrome
0,"shame on the boyfriends, brothers and dads "
